id,paper_id,author_id
3463,1592,1030
3464,1592,54
3465,1580,1464
3466,1580,1091
3467,1624,1568
3468,1624,13
3469,1544,1641
3470,1544,1772
3471,1491,1720
3472,1491,1472
3473,1491,1410
3474,1491,1282
3475,1491,1721
3476,1491,1722
3477,1490,585
3478,1512,1747
3479,1577,4
3480,1615,1722
3481,1615,1929
3482,1615,6987
3483,1602,303
3484,1602,475
3485,1602,809
3486,1602,200
3487,1525,976
3488,1525,1253
3489,1575,1410
3490,1575,1803
3491,1575,1472
3492,1561,1539
3493,1521,1174
3494,1521,1175
3495,1521,1020
3496,1521,121
3497,1543,1702
3498,1543,1703
3499,1579,1805
3500,1579,755
3501,1483,1707
3502,1483,1708
3503,1483,1709
3504,1483,1710
3505,1483,1711
3506,1483,1712
3507,1623,1840
3508,1623,1841
3509,1535,755
3510,1535,1764
3511,1513,937
3512,1513,1748
3513,1568,1792
3514,1568,1335
3515,1534,941
3516,1534,1763
3517,1541,1771
3518,1541,75
3519,1558,1008
3520,1558,1374
3521,1558,819
3522,1621,1272
3523,1621,941
3524,1621,101
3525,1499,1259
3526,1499,1734
3527,1499,1735
3528,1489,281
3529,1489,1719
3530,1489,524
3531,1613,895
3532,1613,41
3533,1555,1786
3534,1555,764
3535,1495,1728
3536,1495,1729
3537,1495,1730
3538,1522,1753
3539,1514,1030
3540,1514,54
3541,1519,1416
3542,1519,1415
3543,1634,1138
3544,1634,1848
3545,1508,1201
3546,1508,1558
3547,1626,1748
3548,1626,937
3549,1504,678
3550,1629,1505
3551,1629,1846
3552,1596,1819
3553,1596,1820
3554,1547,1697
3555,1547,1698
3556,1547,1699
3557,1547,41
3558,1618,229
3559,1609,1833
3560,1584,1163
3561,1584,466
3562,1540,1770
3563,1516,1750
3564,1516,485
3565,1516,1751
3566,1528,1758
3567,1528,1759
3568,1581,385
3569,1581,1806
3570,1581,1807
3571,1498,1103
3572,1567,1103
3573,1502,1738
3574,1502,1477
3575,1502,755
3576,1546,1778
3577,1546,1534
3578,1546,748
3579,1548,1779
3580,1548,1547
3581,1548,1780
3582,1548,1781
3583,1562,1790
3584,1562,1791
3585,1562,121
3586,1505,1740
3587,1505,562
3588,1484,1713
3589,1484,1551
3590,1484,1507
3591,1557,1787
3592,1557,1570
3593,1590,1816
3594,1590,1766
3595,1590,679
3596,1551,293
3597,1551,1784
3598,1560,1788
3599,1560,1789
3600,1560,679
3601,1545,1773
3602,1545,1774
3603,1545,1775
3604,1545,1776
3605,1545,1777
3606,1506,283
3607,1506,1004
3608,1538,1767
3609,1538,1768
3610,1538,1769
3611,1591,966
3612,1591,1498
3613,1591,1817
3614,1550,1782
3615,1550,1783
3616,1576,1804
3617,1576,585
3618,1600,1823
3619,1600,1824
3620,1600,1825
3621,1599,1484
3622,1599,1822
3623,1599,754
3624,1492,1717
3625,1492,1716
3626,1531,708
3627,1531,754
3628,1608,1832
3629,1603,1827
3630,1573,1798
3631,1573,325
3632,1573,1799
3633,1573,326
3634,1565,1621
3635,1565,585
3636,1583,1050
3637,1583,1599
3638,1496,1731
3639,1496,1732
3640,1586,1811
3641,1614,1836
3642,1614,1837
3643,1487,1716
3644,1487,1717
3645,1607,326
3646,1607,754
3647,1607,1573
3648,1607,1831
3649,1509,1744
3650,1509,754
3651,1683,1896
3652,1683,305
3653,1751,1144
3654,1751,1953
3655,1759,1089
3656,1759,547
3657,1777,1975
3658,1777,632
3659,1696,75
3660,1696,191
3661,1730,1936
3662,1730,1177
3663,1678,998
3664,1678,122
3665,1688,1900
3666,1688,1369
3667,1688,1643
3668,1666,1188
3669,1782,6985
3670,1782,4281
3671,1782,636
3672,1780,1977
3673,1780,1978
3674,1780,1979
3675,1695,388
3676,1695,191
3677,1676,1752
3678,1676,1890
3679,1676,1826
3680,1676,458
3681,1774,1785
3682,1774,869
3683,1774,473
3684,1728,1934
3685,1728,1281
3686,1732,1934
3687,1760,1959
3688,1760,1960
3689,1760,1961
3690,1724,121
3691,1724,1931
3692,1703,748
3693,1703,1566
3694,1703,869
3695,1703,473
3696,1746,229
3697,1758,1704
3698,1758,1958
3699,1758,41
3700,1776,547
3701,1776,1974
3702,1646,1861
3703,1646,308
3704,1783,1163
3705,1783,54
3706,1705,1916
3707,1705,1679
3708,1705,1917
3709,1657,1869
3710,1657,1870
3711,1657,865
3712,1707,1532
3713,1707,291
3714,1707,1921
3715,1707,1922
3716,1707,1923
3717,1752,1954
3718,1752,1258
3719,1752,843
3720,1752,844
3721,1658,1871
3722,1658,863
3723,1726,1482
3724,1674,968
3725,1674,1705
3726,1735,780
3727,1735,1899
3728,1663,1880
3729,1663,732
3730,1693,1026
3731,1693,1906
3732,1687,1899
3733,1687,780
3734,1694,1907
3735,1694,1908
3736,1694,709
3737,1694,1662
3738,1694,1474
3739,1737,1942
3740,1737,1320
3741,1709,1221
3742,1700,1795
3743,1700,1913
3744,1700,1185
3745,1700,1914
3746,1673,1888
3747,1673,1889
3748,1697,1909
3749,1697,1398
3750,1636,618
3751,1659,1278
3752,1659,1872
3753,1661,1874
3754,1661,178
3755,1656,1222
3756,1656,1868
3757,1656,329
3758,1769,1970
3759,1769,1971
3760,1692,1905
3761,1764,1652
3762,1764,1963
3763,1764,1964
3764,1677,1410
3765,1677,736
3766,1677,1472
3767,1677,575
3768,1711,1200
3769,1739,999
3770,1653,1792
3771,1653,844
3772,1653,1335
3773,1689,1901
3774,1741,1943
3775,1741,1683
3776,1741,1821
3777,1682,1482
3778,1643,1451
3779,1643,1200
3780,1679,178
3781,1679,350
3782,1768,1569
3783,1768,562
3784,1660,1873
3785,1699,1880
3786,1699,732
3787,1699,1912
3788,1743,1945
3789,1743,324
3790,1743,1464
3791,1702,1120
3792,1702,291
3793,1649,1370
3794,1672,1020
3795,1672,1887
3796,1712,1666
3797,1712,1796
3798,1712,458
3799,1710,121
3800,1710,1020
3801,1710,1925
3802,1733,1019
3803,1733,1285
3804,1733,1766
3805,1729,1935
3806,1729,1370
3807,1717,1927
3808,1639,1464
3809,1639,1852
3810,1639,1091
3811,1727,1932
3812,1727,1933
3813,1685,1897
3814,1685,539
3815,1766,1560
3816,1766,1331
3817,1766,646
3818,1766,1967
3819,1718,1418
3820,1715,1720
3821,1715,1722
3822,1715,1912
3823,1715,1472
3824,1715,1410
3825,1715,1282
3826,1640,1853
3827,1640,330
3828,1755,1263
3829,1755,1173
3830,1773,4
3831,1773,1582
3832,1773,736
3833,1745,1254
3834,1721,1722
3835,1721,1472
3836,1721,1410
3837,1721,1282
3838,1721,1929
3839,1721,1720
3840,1736,1940
3841,1736,1941
3842,1753,1955
3843,1753,1265
3844,1723,1472
3845,1723,575
3846,1723,1410
3847,1723,736
3848,1723,4
3849,1778,1976
3850,1691,1904
3851,1722,1930
3852,1771,976
3853,1651,1865
3854,1651,865
3855,1671,1885
3856,1671,1886
3857,1767,1968
3858,1767,1969
3859,1645,1642
3860,1762,1369
3861,1762,1643
3862,1719,1539
3863,1652,732
3864,1652,1866
3865,1681,1428
3866,1681,1895
3867,1681,1429
3868,1641,1523
3869,1641,1505
3870,1650,755
3871,1779,1283
3872,1779,792
3873,1757,1957
3874,1757,1525
3875,1708,1546
3876,1708,1924
3877,1638,1850
3878,1638,1851
3879,1725,916
3880,1720,1556
3881,1720,1928
3882,1720,403
3883,1690,1556
3884,1690,1902
3885,1690,1903
3886,1690,403
3887,1781,1392
3888,1669,1884
3889,1669,1177
3890,1637,1849
3891,1637,1221
3892,1637,1254
3893,1734,1937
3894,1734,1939
3895,1731,1937
3896,1731,1938
3897,1731,1939
3898,1731,1392
3899,1680,1891
3900,1680,1892
3901,1680,1893
3902,1680,1894
3903,1738,1616
3904,1648,686
3905,1648,1864
3906,1787,1982
3907,1787,1683
3908,1787,1983
3909,1787,552
3910,1655,1283
3911,1655,1867
3912,1686,1898
3913,1686,998
3914,1698,1910
3915,1698,1911
3916,1698,1505
3917,1670,1530
3918,1670,1835
3919,1647,1862
3920,1647,1863
3921,1668,1074
3922,1668,1883
3923,1784,283
3924,1784,1302
3925,1750,1952
3926,1750,1761
3927,1747,1946
3928,1747,1701
3929,1747,1947
3930,1742,1944
3931,1742,388
3932,1642,1854
3933,1642,1855
3934,1642,1856
3935,1642,1857
3936,1642,21
3937,1642,1858
3938,1785,1336
3939,1785,1980
3940,1785,998
3941,1785,1338
3942,1785,1339
3943,1785,54
3944,1740,1484
3945,1765,1965
3946,1765,1966
3947,1765,418
3948,1744,115
3949,1654,969
3950,1704,1915
3951,1704,293
3952,1706,172
3953,1706,1918
3954,1706,1919
3955,1706,1920
3956,1749,191
3957,1749,1948
3958,1749,1949
3959,1749,1950
3960,1749,1951
3961,1714,1302
3962,1714,283
3963,1714,1004
3964,1714,1404
3965,1714,1282
3966,1662,1875
3967,1662,1876
3968,1662,1877
3969,1662,667
3970,1662,1878
3971,1662,1879
3972,1662,458
3973,1775,754
3974,1775,708
3975,1775,1972
3976,1775,1973
3977,1675,1656
3978,1675,1485
3979,1675,94
3980,1675,1657
3981,1644,1859
3982,1644,1860
3983,1761,1702
3984,1761,1703
3985,1665,1322
3986,1665,1323
3987,1665,1881
3988,1770,769
3989,1664,708
3990,1664,1278
3991,1664,1853
3992,1786,1981
3993,1786,1266
3994,1716,1926
3995,1748,1853
3996,1748,1602
3997,1748,1814
3998,1788,1984
3999,1788,67
4000,1788,1985
4001,1788,1986
4002,1788,1987
4003,1788,1988
4004,1667,1882
4005,1667,1602
4006,1667,1814
4007,1763,1962
4008,1763,539
4009,1754,1956
4010,1713,326
4011,1713,1872
4012,1713,754
4013,1713,1278
4014,1772,539
4015,1799,2002
4016,1799,869
4017,1799,473
4018,1827,386
4019,1827,391
4020,1819,1949
4021,1819,191
4022,1842,2042
4023,1842,632
4024,1883,229
4025,1883,632
4026,1897,2080
4027,1897,2081
4028,1897,2082
4029,1897,2083
4030,1931,2115
4031,1931,998
4032,1796,1996
4033,1796,530
4034,1796,1997
4035,1845,1188
4036,1845,2044
4037,1889,2075
4038,1867,2062
4039,1867,2012
4040,1867,424
4041,1851,1435
4042,1851,308
4043,1801,2004
4044,1801,2005
4045,1801,2006
4046,1801,549
4047,1916,757
4048,1916,890
4049,1847,424
4050,1882,1785
4051,1882,865
4052,1834,1661
4053,1834,2029
4054,1834,739
4055,1809,2012
4056,1809,2013
4057,1809,424
4058,1809,426
4059,1872,1975
4060,1872,632
4061,1813,2014
4062,1813,618
4063,1903,2014
4064,1903,618
4065,1903,640
4066,1903,518
4067,1828,2025
4068,1828,229
4069,1828,373
4070,1894,1869
4071,1894,2079
4072,1894,865
4073,1894,426
4074,1894,424
4075,1860,1762
4076,1860,1761
4077,1884,2072
4078,1808,2010
4079,1808,2011
4080,1854,2049
4081,1854,1518
4082,1904,632
4083,1870,1666
4084,1870,1796
4085,1870,575
4086,1793,1992
4087,1793,863
4088,1844,1796
4089,1844,1666
4090,1879,1766
4091,1879,679
4092,1890,1632
4093,1890,1838
4094,1899,2084
4095,1899,2085
4096,1899,1615
4097,1868,947
4098,1910,2097
4099,1910,618
4100,1914,2106
4101,1914,1632
4102,1825,2024
4103,1825,709
4104,1906,2093
4105,1906,1431
4106,1800,2003
4107,1800,424
4108,1925,1254
4109,1925,1020
4110,1862,1472
4111,1790,1410
4112,1790,1990
4113,1790,575
4114,1927,1828
4115,1803,1914
4116,1803,1185
4117,1803,1795
4118,1826,999
4119,1934,1474
4120,1858,1398
4121,1858,2058
4122,1829,1871
4123,1829,1992
4124,1829,863
4125,1891,1901
4126,1823,1964
4127,1823,748
4128,1823,1652
4129,1823,732
4130,1918,2108
4131,1918,1969
4132,1919,1484
4133,1865,2061
4134,1865,248
4135,1822,1714
4136,1822,1808
4137,1895,1196
4138,1895,1243
4139,1895,21
4140,1814,941
4141,1814,26
4142,1876,1880
4143,1876,1912
4144,1876,475
4145,1876,732
4146,1856,2054
4147,1856,2055
4148,1846,405
4149,1846,969
4150,1789,1989
4151,1789,976
4152,1893,1907
4153,1893,709
4154,1852,632
4155,1852,1975
4156,1875,2066
4157,1875,2067
4158,1875,2068
4159,1929,1945
4160,1920,2109
4161,1920,178
4162,1920,2110
4163,1920,1874
4164,1920,2111
4165,1940,2127
4166,1940,2128
4167,1940,1630
4168,1940,1814
4169,1859,1370
4170,1859,2059
4171,1815,1370
4172,1815,2015
4173,1815,1019
4174,1815,2016
4175,1864,1834
4176,1907,1020
4177,1907,1887
4178,1802,1666
4179,1802,1796
4180,1848,2045
4181,1848,585
4182,1922,1796
4183,1922,1666
4184,1810,1141
4185,1810,191
4186,1806,1849
4187,1806,1474
4188,1806,1221
4189,1881,2070
4190,1881,1221
4191,1881,2071
4192,1861,1464
4193,1861,863
4194,1869,2063
4195,1869,736
4196,1869,1582
4197,1869,327
4198,1935,2119
4199,1935,2120
4200,1924,1064
4201,1924,2113
4202,1818,1895
4203,1818,1821
4204,1818,2019
4205,1818,1428
4206,1930,1720
4207,1930,1722
4208,1930,1282
4209,1853,2048
4210,1805,2007
4211,1805,2008
4212,1863,2060
4213,1863,1091
4214,1863,1464
4215,1880,1410
4216,1880,646
4217,1928,2114
4218,1928,1019
4219,1791,1539
4220,1896,865
4221,1896,1865
4222,1795,1995
4223,1795,1814
4224,1900,562
4225,1857,1952
4226,1857,2056
4227,1857,2057
4228,1850,1912
4229,1850,1866
4230,1850,1880
4231,1850,2047
4232,1850,26
4233,1850,732
4234,1873,755
4235,1866,755
4236,1866,1930
4237,1832,2028
4238,1832,1505
4239,1832,1523
4240,1797,388
4241,1797,1998
4242,1833,1901
4243,1905,2091
4244,1905,2092
4245,1905,1149
4246,1912,2098
4247,1912,2099
4248,1912,2100
4249,1912,2101
4250,1912,2102
4251,1912,2103
4252,1912,2104
4253,1923,916
4254,1923,1147
4255,1855,2050
4256,1855,2051
4257,1855,2052
4258,1855,2053
4259,1824,2022
4260,1824,1472
4261,1824,2023
4262,1824,764
4263,1917,265
4264,1917,350
4265,1917,6950
4266,1908,1482
4267,1908,4
4268,1908,2094
4269,1908,2095
4270,1820,2020
4271,1820,75
4272,1898,1965
4273,1898,678
4274,1898,1505
4275,1898,418
4276,1871,2064
4277,1926,1302
4278,1926,283
4279,1926,1004
4280,1885,1616
4281,1794,1993
4282,1794,1994
4283,1939,1201
4284,1939,2126
4285,1921,1215
4286,1921,2112
4287,1902,2088
4288,1902,2089
4289,1902,2090
4290,1913,2105
4291,1913,1449
4292,1913,1739
4293,1937,2121
4294,1937,2122
4295,1937,2123
4296,1804,1748
4297,1804,937
4298,1838,2033
4299,1838,2034
4300,1838,539
4301,1838,2035
4302,1835,2030
4303,1835,1370
4304,1909,1456
4305,1909,2096
4306,1909,54
4307,1830,1285
4308,1830,2026
4309,1836,998
4310,1836,1624
4311,1836,1660
4312,1878,1074
4313,1878,2069
4314,1878,1030
4315,1938,1263
4316,1938,2124
4317,1938,2125
4318,1938,1173
4319,1792,1991
4320,1886,1925
4321,1886,121
4322,1816,2017
4323,1816,41
4324,1843,2043
4325,1843,485
4326,1839,178
4327,1839,2036
4328,1839,2037
4329,1877,1439
4330,1877,54
4331,1877,998
4332,1887,2073
4333,1887,1472
4334,1887,315
4335,1887,2074
4336,1807,2009
4337,1807,121
4338,1933,1816
4339,1933,1946
4340,1932,2116
4341,1932,2117
4342,1932,2118
4343,1901,2086
4344,1901,2087
4345,1901,1160
4346,1892,2076
4347,1892,2077
4348,1892,2078
4349,1798,1999
4350,1798,2000
4351,1798,2001
4352,1817,2018
4353,1817,1701
4354,1874,2065
4355,1874,1228
4356,1812,1702
4357,1812,1703
4358,1936,1629
4359,1936,1603
4360,1811,1023
4361,1811,343
4362,1915,2107
4363,1911,1357
4364,1837,2031
4365,1837,2032
4366,1821,2021
4367,1821,325
4368,1841,2041
4369,1841,759
4370,1849,1263
4371,1849,2046
4372,1888,1956
4373,1888,121
4374,1831,2027
4375,1840,2038
4376,1840,2039
4377,1840,2040
4378,2026,2205
4379,2026,140
4380,2048,632
4381,2119,386
4382,2119,2283
4383,2119,2284
4384,2119,391
4385,2081,2248
4386,2081,2249
4387,2081,1552
4388,2081,1578
4389,1945,2132
4390,1945,2133
4391,2080,2247
4392,2080,325
4393,1989,191
4394,1989,2171
4395,1989,2172
4396,2130,2294
4397,2130,2295
4398,1971,1219
4399,1971,2155
4400,1942,1635
4401,1942,2129
4402,2025,1635
4403,2025,2204
4404,2041,2221
4405,1993,2178
4406,2077,2244
4407,2000,1101
4408,2000,2185
4409,1943,2130
4410,1943,2131
4411,2088,2253
4412,2088,2254
4413,1974,2158
4414,1974,2159
4415,2034,2211
4416,2034,2212
4417,2034,2213
4418,2030,2206
4419,2030,2207
4420,2030,1282
4421,2011,890
4422,2011,2191
4423,2021,1785
4424,2021,2199
4425,2021,2200
4426,2021,2201
4427,2021,2202
4428,2021,865
4429,1982,2167
4430,1982,2168
4431,2103,632
4432,2103,2266
4433,1966,2152
4434,1966,1035
4435,2076,2242
4436,2076,2243
4437,1997,2182
4438,1997,2125
4439,1997,1542
4440,1997,2183
4441,1997,39
4442,2099,2259
4443,2099,1871
4444,2099,2260
4445,2115,2145
4446,2115,2280
4447,2056,1765
4448,1972,2156
4449,1972,2157
4450,2006,1258
4451,2006,844
4452,1994,2179
4453,1994,2180
4454,1975,1762
4455,1975,2160
4456,1975,1761
4457,2031,2208
4458,2031,1091
4459,1957,2144
4460,1957,2145
4461,2117,2281
4462,2117,1917
4463,2117,2282
4464,2112,2276
4465,2112,458
4466,2038,2216
4467,2038,2217
4468,2038,424
4469,2038,2218
4470,1988,1954
4471,1988,844
4472,1995,1871
4473,1995,2181
4474,2072,2240
4475,2072,2241
4476,2072,1472
4477,2015,844
4478,2015,2195
4479,2015,2196
4480,2049,2227
4481,2049,968
4482,2113,2277
4483,2113,2278
4484,2113,1834
4485,1946,1582
4486,1946,736
4487,1946,1518
4488,1946,2134
4489,2040,2220
4490,2040,343
4491,2040,1872
4492,2121,2285
4493,2121,1539
4494,2105,1796
4495,2105,575
4496,2071,2239
4497,2010,1847
4498,2010,1828
4499,2010,844
4500,2135,1632
4501,2135,1838
4502,2100,2261
4503,2100,1701
4504,2100,2262
4505,2061,2230
4506,1958,947
4507,1958,1410
4508,1958,575
4509,2042,2222
4510,2042,2223
4511,1970,2153
4512,1970,2154
4513,2090,2024
4514,2090,709
4515,1965,2003
4516,1965,2151
4517,1965,424
4518,2123,709
4519,2123,2287
4520,1963,1722
4521,1963,1720
4522,1963,1253
4523,2004,1590
4524,2004,2188
4525,2111,2275
4526,2127,736
4527,2127,1582
4528,2127,2134
4529,1987,1200
4530,1990,1828
4531,1990,1847
4532,1990,844
4533,2104,2267
4534,2104,2268
4535,2136,2228
4536,2108,8739
4537,2108,1736
4538,2108,2270
4539,2066,1943
4540,2066,2234
4541,2066,1821
4542,2069,2237
4543,2069,330
4544,1956,1887
4545,1956,1020
4546,1956,2143
4547,1961,2150
4548,1961,1143
4549,2132,2300
4550,2132,1808
4551,2070,2238
4552,2070,1853
4553,2070,330
4554,2024,1880
4555,2024,1472
4556,2078,2245
4557,2078,2246
4558,2078,710
4559,2089,2245
4560,2089,1942
4561,1949,2141
4562,1949,350
4563,1949,178
4564,2023,1989
4565,2023,976
4566,2002,1582
4567,2002,736
4568,2002,2134
4569,2027,1907
4570,2027,709
4571,2027,1474
4572,2054,2066
4573,2054,2068
4574,2064,2231
4575,2064,2232
4576,1964,1518
4577,1964,1912
4578,2129,2292
4579,2129,2293
4580,1976,2161
4581,1978,1592
4582,1978,2163
4583,1998,2184
4584,1962,1370
4585,1962,1935
4586,1973,1370
4587,1973,2059
4588,1973,1935
4589,2126,1370
4590,2126,2290
4591,2126,2291
4592,1985,2169
4593,2037,809
4594,2094,2257
4595,2094,1404
4596,2094,2193
4597,2094,1282
4598,2083,748
4599,2083,2250
4600,1954,1019
4601,1954,1652
4602,2128,1321
4603,2128,1410
4604,2128,575
4605,2039,1577
4606,2039,2219
4607,2036,2214
4608,2036,2215
4609,2036,2108
4610,2036,330
4611,1968,2139
4612,1968,1196
4613,2101,343
4614,2101,708
4615,2101,754
4616,2007,2190
4617,2007,459
4618,2050,1926
4619,2050,2221
4620,2020,1853
4621,2020,330
4622,2092,1853
4623,2092,330
4624,2092,1523
4625,2068,2236
4626,2068,121
4627,2057,1747
4628,2009,1080
4629,2009,937
4630,2055,2143
4631,2055,1020
4632,2082,1616
4633,2082,1201
4634,2082,121
4635,2085,1201
4636,2085,1464
4637,2133,1930
4638,2065,2233
4639,2065,1814
4640,2065,1263
4641,2131,2296
4642,2131,2297
4643,2131,2298
4644,2131,2299
4645,1952,1865
4646,1952,1630
4647,1952,865
4648,2096,1642
4649,2096,2258
4650,1967,2114
4651,1967,1019
4652,2001,2186
4653,2001,2187
4654,1948,539
4655,1948,2139
4656,1948,2140
4657,2028,1586
4658,2014,2192
4659,2014,2193
4660,2014,1722
4661,2014,2194
4662,2014,1282
4663,2058,2037
4664,2058,178
4665,2046,2226
4666,2046,458
4667,2107,1952
4668,2107,1019
4669,2107,2057
4670,2022,2203
4671,2102,2263
4672,2102,2264
4673,2102,2265
4674,1979,1591
4675,1979,2164
4676,2125,937
4677,2125,1080
4678,2122,2286
4679,1980,1922
4680,1980,2165
4681,1980,2166
4682,1980,291
4683,1992,2173
4684,1992,2174
4685,1992,2175
4686,1992,2176
4687,1992,2177
4688,2051,2228
4689,1959,2146
4690,1959,2147
4691,2059,2229
4692,2059,1173
4693,2124,2288
4694,2124,2289
4695,2124,47
4696,2032,2209
4697,2032,941
4698,2045,916
4699,2045,1347
4700,2045,1346
4701,2045,228
4702,2045,764
4703,1947,2135
4704,1947,2136
4705,1947,2137
4706,1947,2138
4707,1977,2162
4708,1977,2091
4709,1977,1149
4710,2114,2279
4711,2114,978
4712,2084,817
4713,2084,2251
4714,2084,1285
4715,2137,1931
4716,2137,121
4717,1951,2142
4718,2016,1370
4719,2016,2030
4720,2016,2095
4721,2016,2094
4722,2005,1898
4723,2005,2189
4724,2086,2252
4725,2086,1404
4726,2086,2193
4727,2086,1282
4728,1960,2148
4729,1960,2149
4730,2044,2224
4731,2044,2225
4732,2093,2255
4733,2093,2256
4734,2110,2274
4735,2110,1884
4736,2067,2235
4737,2060,1748
4738,2060,937
4739,2109,2271
4740,2109,2272
4741,2109,2047
4742,2109,2273
4743,2109,26
4744,2075,1697
4745,2075,1698
4746,2075,41
4747,2033,2210
4748,2033,1183
4749,2019,2197
4750,2019,2198
4751,1950,1399
4752,1950,1400
4753,1950,6934
4754,1950,3359
4755,1950,1401
4756,2018,6973
4757,2018,1866
4758,2018,6974
4759,2018,6975
4760,2106,6980
4761,2106,6981
4762,2106,1183
4763,2098,6977
4764,2098,6978
4765,2098,6979
4766,2074,2458
4767,2091,6952
4768,2091,6953
4769,1991,1759
4770,1991,6935
4771,2013,6946
4772,2013,6947
4773,1955,1484
4774,2008,2061
4775,2008,6962
4776,2120,2061
4777,2120,248
4778,1999,6972
4779,1999,2154
4780,2062,3744
4781,2062,178
4782,2062,2037
4783,2062,1445
4784,2062,2109
4785,2062,4389
4786,2062,6951
4787,2079,6955
4788,2063,2044
4789,2063,1188
4790,2118,1546
4791,2118,2027
4792,2012,1612
4793,2012,6964
4794,2012,1171
4795,2012,6965
4796,2095,191
4797,2095,6968
4798,2095,2171
4799,2095,6969
4800,2095,6970
4801,2029,6954
4802,2029,459
4803,1996,4
4804,1996,6958
4805,1996,6959
4806,1996,6960
4807,1996,6961
4808,2035,6929
4809,2047,6976
4810,2047,2231
4811,2097,1253
4812,2097,1722
4813,2097,6930
4814,2097,6931
4815,2097,6932
4816,2087,1946
4817,1969,886
4818,1969,1050
4819,1969,6933
4820,1953,6971
4821,1984,6966
4822,1984,6967
4823,2116,769
4824,2116,1047
4825,1944,3022
4826,1944,1278
4827,2052,6982
4828,2052,646
4829,2052,1331
4830,2053,2464
4831,2053,3880
4832,1941,2592
4833,1941,1814
4834,1941,1602
4835,2073,2572
4836,2003,6956
4837,2003,6957
4838,2134,6963
4839,2134,1602
4840,1983,343
4841,1983,326
4842,1986,2093
4843,1986,4492
4844,2043,1621
4845,1981,1904
4846,1981,2015
4847,2017,1047
4848,2017,769
4849,2325,2132
4850,2325,2133
4851,2153,2044
4852,2153,2315
4853,2251,2042
4854,2251,632
4855,2195,1189
4856,2195,330
4857,2252,2437
4858,2252,2438
4859,2332,1188
4860,2332,2044
4861,2259,2445
4862,2284,2474
4863,2284,1188
4864,2249,2433
4865,2249,2434
4866,2283,2471
4867,2283,2472
4868,2283,2473
4869,2158,2318
4870,2158,2044
4871,2158,1188
4872,2225,331
4873,2225,2408
4874,2219,2404
4875,2219,2205
4876,2219,140
4877,2253,2439
4878,2253,473
4879,2253,748
4880,2253,386
4881,2342,2526
4882,2342,518
4883,2335,1670
4884,2335,2486
4885,2178,2351
4886,2178,2352
4887,2178,2353
4888,2178,2354
4889,2178,2355
4890,2178,2356
4891,2178,1542
4892,2205,2389
4893,2205,976
4894,2205,2390
4895,2205,880
4896,2334,2521
4897,2334,2522
4898,2334,518
4899,2184,2365
4900,2184,1530
4901,2330,1451
4902,2246,632
4903,2246,2266
4904,2142,2306
4905,2142,395
4906,2142,102
4907,2207,2391
4908,2265,1934
4909,2265,2453
4910,2201,2385
4911,2201,2386
4912,2201,734
4913,2231,1869
4914,2231,424
4915,2231,2411
4916,2229,998
4917,2229,2096
4918,2229,6998
4919,2229,6997
4920,2307,618
4921,2307,2014
4922,2307,2494
4923,2310,632
4924,2310,1670
4925,2310,2497
4926,2243,2426
4927,2243,2427
4928,2243,1183
4929,2254,2440
4930,2254,202
4931,2188,6999
4932,2188,1673
4933,2188,1160
4934,2188,1674
4935,2209,2394
4936,2209,2395
4937,2312,2499
4938,2312,2500
4939,2312,424
4940,2337,2524
4941,2337,739
4942,2152,1835
4943,2152,1530
4944,2329,2517
4945,2329,2518
4946,2270,1959
4947,2294,1670
4948,2294,2486
4949,2237,2422
4950,2267,1431
4951,2267,1901
4952,2185,2024
4953,2185,709
4954,2214,1865
4955,2214,1523
4956,2220,1403
4957,2248,2432
4958,2248,1872
4959,2198,2382
4960,2198,2383
4961,2309,2263
4962,2309,2419
4963,2216,2222
4964,2216,2223
4965,2138,2301
4966,2255,999
4967,2255,844
4968,2300,2049
4969,2300,2491
4970,2168,1913
4971,2168,2329
4972,2146,2222
4973,2146,2223
4974,2339,1838
4975,2339,1403
4976,2317,2139
4977,2317,736
4978,2328,2513
4979,2328,2514
4980,2328,2449
4981,2328,2515
4982,2328,2516
4983,2340,2230
4984,2196,1901
4985,2261,1989
4986,2261,2447
4987,2261,2448
4988,2261,865
4989,2154,2277
4990,2154,2278
4991,2154,1834
4992,2193,2379
4993,2193,575
4994,2193,1410
4995,2150,1020
4996,2150,2143
4997,2250,2435
4998,2250,2267
4999,2250,2436
5000,2164,2328
5001,2164,330
5002,2164,2312
5003,2164,1853
5004,2166,1722
5005,2166,1720
5006,2166,1410
5007,2222,2406
5008,2222,1064
5009,2222,578
5010,2313,2501
5011,2313,1254
5012,2313,2502
5013,2313,1768
5014,2202,1989
5015,2202,2387
5016,2202,976
5017,2148,1141
5018,2148,191
5019,2148,458
5020,2156,1736
5021,2156,1737
5022,2232,2412
5023,2232,2413
5024,2232,969
5025,2272,1410
5026,2272,2460
5027,2144,1357
5028,2257,1880
5029,2257,1912
5030,2257,1472
5031,2318,2506
5032,2159,1046
5033,2159,809
5034,2159,2319
5035,2240,1796
5036,2240,1612
5037,2240,1930
5038,2139,2302
5039,2139,2227
5040,2139,1940
5041,2139,968
5042,2308,2495
5043,2308,2496
5044,2308,2161
5045,2327,2512
5046,2327,2510
5047,2327,2419
5048,2298,2490
5049,2298,2233
5050,2155,1173
5051,2155,7000
5052,2316,2505
5053,2316,1582
5054,2316,2419
